review,aspect,category
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",manager,SERVICE#GENERAL:negative
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",drinks,DRINKS#QUALITY:positive
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",appetizers,FOOD#QUALITY:positive
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,NULL,RESTAURANT#GENERAL:negative
THIS STAFF SHOULD BE FIRED.,STAFF,SERVICE#GENERAL:negative
cirspy crust margherita pizza,margherita pizza,FOOD#QUALITY:positive
it was really good pizza.,pizza,FOOD#QUALITY:positive
the crust was imazingly cooked well and pizza was fully loaded:):):),crust,FOOD#QUALITY:positive
the crust was imazingly cooked well and pizza was fully loaded:):):),pizza,FOOD#STYLE_OPTIONS:positive
you know what i mean all the positives things happening there made mw write this review.,NULL,RESTAURANT#GENERAL:positive
Single Worst Restaurant in Manhattan,Restaurant,RESTAURANT#GENERAL:negative
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",decor,AMBIENCE#GENERAL:positive
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",pita,FOOD#QUALITY:positive
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",hummus,FOOD#QUALITY:positive
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",grilled octopus,FOOD#QUALITY:positive
If I could give 0 stars I would do so for this place.,place,RESTAURANT#GENERAL:negative
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,NULL,RESTAURANT#MISCELLANEOUS:negative
Well...they can run but they can't hide.,NULL,RESTAURANT#GENERAL:negative
This place...god where do i begin.,place,RESTAURANT#GENERAL:negative
It is quite a spectacular scene i'll give them that.,scene,AMBIENCE#GENERAL:positive
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,decor,AMBIENCE#GENERAL:neutral
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,eggplant,FOOD#QUALITY:negative
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,eggplant,FOOD#PRICES:negative
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,NULL,SERVICE#GENERAL:negative
"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",place,RESTAURANT#GENERAL:negative
Great Hot Dogs!,Hot Dogs,FOOD#QUALITY:positive
"Though it's been crowded most times I've gone here, Bark always delivers on their food.",food,FOOD#QUALITY:positive
"Though it's been crowded most times I've gone here, Bark always delivers on their food.",Bark,RESTAURANT#MISCELLANEOUS:neutral
"The hot dogs are top notch, and they're Slamwich is amazing!",hot dogs,FOOD#QUALITY:positive
"The hot dogs are top notch, and they're Slamwich is amazing!",Slamwich,FOOD#QUALITY:positive
"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",Bark,RESTAURANT#GENERAL:positive
"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",NULL,FOOD#QUALITY:positive
Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,menu,FOOD#PRICES:negative
"But nonetheless--great spot, great food.",spot,RESTAURANT#GENERAL:positive
"But nonetheless--great spot, great food.",food,FOOD#QUALITY:positive
Fabulous food - if the front of house staff don't put you off – ,food,FOOD#QUALITY:positive
Fabulous food - if the front of house staff don't put you off – ,front of house staff,SERVICE#GENERAL:negative
"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. ",NULL,RESTAURANT#PRICES:negative
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",waiters,SERVICE#GENERAL:positive
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",front of house staff,SERVICE#GENERAL:negative
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",fish dishes,FOOD#QUALITY:positive
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",BFC,RESTAURANT#MISCELLANEOUS:negative
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",front of house staff,SERVICE#GENERAL:negative
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",NULL,SERVICE#GENERAL:negative
The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. ,girl,SERVICE#GENERAL:negative
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",NULL,SERVICE#GENERAL:negative
I'd be horrified if my staff were turning away customers so early and so rudely!,staff,SERVICE#GENERAL:negative
"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about. ",girl,SERVICE#GENERAL:negative
"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal. ",NULL,SERVICE#GENERAL:negative
"Again, I'd be super upset if that were my employee.",NULL,SERVICE#GENERAL:negative
"Considering you will spend at least $60 a head, I expect better service. ",service,SERVICE#GENERAL:negative
"Considering you will spend at least $60 a head, I expect better service. ",NULL,RESTAURANT#PRICES:negative
"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",NULL,SERVICE#GENERAL:negative
"Maitre-D-""Eat and get out""",Maitre-D,SERVICE#GENERAL:negative
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",food,FOOD#QUALITY:positive
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",service,SERVICE#GENERAL:positive
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",maitre-D,SERVICE#GENERAL:negative
"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",bottle of wine,DRINKS#QUALITY:positive
"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",frontman,SERVICE#GENERAL:negative
"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",NULL,SERVICE#GENERAL:negative
"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",maitre-D,SERVICE#GENERAL:negative
"If you go here, do it on his off-night.",NULL,SERVICE#GENERAL:negative
Best meal in a long time!,meal,FOOD#QUALITY:positive
Mussles and calamari were superb Saturday evening.,Mussles,FOOD#QUALITY:positive
Mussles and calamari were superb Saturday evening.,calamari,FOOD#QUALITY:positive
I had the Lamb special which was perfect.,Lamb special,FOOD#QUALITY:positive
"My father had the flank steak which was very good, and my mother had the swordfish.",flank steak,FOOD#QUALITY:positive
The Four Seasons restaurant is a great experience.,The Four Seasons restaurant,RESTAURANT#GENERAL:positive
The food is great and the environment is even better.,food,FOOD#QUALITY:positive
The food is great and the environment is even better.,environment,AMBIENCE#GENERAL:positive
Everyone must come here at least once.,NULL,RESTAURANT#GENERAL:positive
Highly recommend it!,NULL,RESTAURANT#GENERAL:positive
Taking Hot Dogs to the next level,Hot Dogs,FOOD#QUALITY:positive
"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",Bark,RESTAURANT#PRICES:negative
"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",hot dog,FOOD#QUALITY:positive
Here the hot dog is elevated to the level of a real entree with numerous variations available.,hot dog,FOOD#QUALITY:positive
Here the hot dog is elevated to the level of a real entree with numerous variations available.,hot dog,FOOD#STYLE_OPTIONS:positive
